CustomerId,CatalogEntryId,score,qty,spend,u_idx,i_idx
78448CED-8B2E-4840-AD2C-0012699ED289,EJ67,6.850147601710058,10.0,46.0,25,159
78448CED-8B2E-4840-AD2C-0012699ED289,EJ74,28.757897334831906,60.0,291.6,25,160
78448CED-8B2E-4840-AD2C-0012699ED289,EJ84M,16.41116839878364,17.0,112.02000000000001,25,161
78448CED-8B2E-4840-AD2C-0012699ED289,EPBB170,8.161924741642482,10.0,173.5,25,162
78448CED-8B2E-4840-AD2C-0012699ED289,EPP-AMUP-F1-5A,12.44917639576138,6.0,270.0,25,163
78448CED-8B2E-4840-AD2C-0012699ED289,EPP-AMUP-F2-5A,15.071011419142984,12.0,562.5,25,164
78448CED-8B2E-4840-AD2C-0012699ED289,EPP-AMUP-R3-5A,13.98176932322609,8.0,371.25,25,165
78448CED-8B2E-4840-AD2C-0012699ED289,EPP-AMUP-S1-5A,29.119452122141467,37.0,1710.0,25,166
78448CED-8B2E-4840-AD2C-0012699ED289,EQPAD,10.446592716309631,6.0,77.22,25,167
78448CED-8B2E-4840-AD2C-0012699ED289,EQPAF1,5.358637767243359,5.0,27.75,25,168
78448CED-8B2E-4840-AD2C-0012699ED289,EQPB1,5.104586678466073,5.0,21.3,25,169
78448CED-8B2E-4840-AD2C-0012699ED289,EQPB2,5.104586678466073,5.0,21.3,25,170
78448CED-8B2E-4840-AD2C-0012699ED289,EXL110,80.74981100815297,300.0,1111.0,25,171
78448CED-8B2E-4840-AD2C-0012699ED289,EXL110-7,18.086028170725196,22.0,106.69999999999999,25,172
78448CED-8B2E-4840-AD2C-0012699ED289,EXL115,80.38760543882094,250.0,937.5,25,173
78448CED-8B2E-4840-AD2C-0012699ED289,EXL116,39.01453809568812,70.0,285.6,25,174
78448CED-8B2E-4840-AD2C-0012699ED289,EXL120,32.64042100467759,80.0,299.6,25,175
78448CED-8B2E-4840-AD2C-0012699ED289,EXL140,21.23811505935904,50.0,206.4,25,176
78448CED-8B2E-4840-AD2C-0012699ED289,EXL145,13.474227507714046,20.0,82.0,25,33
78448CED-8B2E-4840-AD2C-0012699ED289,EXL148,20.177995574321734,30.0,121.6,25,177
78448CED-8B2E-4840-AD2C-0012699ED289,EXL150,18.644200345208453,22.0,129.18,25,178
78448CED-8B2E-4840-AD2C-0012699ED289,EXL156,4.395732273553991,2.0,19.0,25,179
78448CED-8B2E-4840-AD2C-0012699ED289,EXL157,25.081170946795183,30.0,181.07999999999998,25,3
78448CED-8B2E-4840-AD2C-0012699ED289,EXL160,14.11145385469384,15.0,199.64999999999998,25,180
78448CED-8B2E-4840-AD2C-0012699ED289,EXL165,22.01003964498147,25.0,332.75,25,181
78448CED-8B2E-4840-AD2C-0012699ED289,EXL170,26.566582253633868,25.0,336.75,25,182
78448CED-8B2E-4840-AD2C-0012699ED289,EXL170S,22.0688241852367,25.0,340.75,25,183
78448CED-8B2E-4840-AD2C-0012699ED289,EXP16,7.534747721691546,10.0,92.2,25,184
78448CED-8B2E-4840-AD2C-0012699ED289,H-RODS,21.86838714655479,25.0,317.25,25,185
78448CED-8B2E-4840-AD2C-0012699ED289,J1010 4/4M,6.318766692570632,3.0,111.03,25,186
78448CED-8B2E-4840-AD2C-0012699ED289,J1011 4/4M,5.965377425086662,6.0,42.18,25,187
78448CED-8B2E-4840-AD2C-0012699ED289,J2701,11.8264651170665,30.0,14.35,25,188
78448CED-8B2E-4840-AD2C-0012699ED289,J2702,4.987874348154346,10.0,6.3,25,189
78448CED-8B2E-4840-AD2C-0012699ED289,J2703,5.028148247292285,10.0,6.6,25,190
78448CED-8B2E-4840-AD2C-0012699ED289,J2704,9.384390263345775,25.0,28.5,25,191
78448CED-8B2E-4840-AD2C-0012699ED289,J2705,9.425889994252527,25.0,29.75,25,192
78448CED-8B2E-4840-AD2C-0012699ED289,J2706,15.121176153629639,35.0,44.8,25,193
78448CED-8B2E-4840-AD2C-0012699ED289,J810 1/2M,8.351592753462473,12.0,140.4,25,194
78448CED-8B2E-4840-AD2C-0012699ED289,J810 3/4M,18.576422550494996,18.0,209.28000000000003,25,195
78448CED-8B2E-4840-AD2C-0012699ED289,J810 4/4M,23.855321883740263,32.0,370.0,25,196
78448CED-8B2E-4840-AD2C-0012699ED289,J811 4/4M,4.186051276738095,5.0,7.9,25,197
78448CED-8B2E-4840-AD2C-0012699ED289,J814 4/4M,4.89591193827178,5.0,17.1,25,198
78448CED-8B2E-4840-AD2C-0012699ED289,J910 MM,6.082758633015213,4.0,71.44,25,199
78448CED-8B2E-4840-AD2C-0012699ED289,J911 MM,9.89413420314542,10.0,36.1,25,200
78448CED-8B2E-4840-AD2C-0012699ED289,J913 MM,5.2168738221975275,5.0,23.95,25,201
78448CED-8B2E-4840-AD2C-0012699ED289,J914 MM,5.290265820954874,5.0,25.85,25,202
78448CED-8B2E-4840-AD2C-0012699ED289,L-RODS,5.746617650192644,4.0,50.76,25,203
78448CED-8B2E-4840-AD2C-0012699ED289,LA2BN,5.085917407546784,6.0,16.92,25,204
78448CED-8B2E-4840-AD2C-0012699ED289,LA2BW,4.994839331174601,6.0,15.36,25,205
78448CED-8B2E-4840-AD2C-0012699ED289,LA5AN,6.950766151984302,12.0,33.84,25,206
78448CED-8B2E-4840-AD2C-0012699ED289,LA5AW,6.856947396766648,12.0,30.72,25,207
78448CED-8B2E-4840-AD2C-0012699ED289,LA7AN,10.029458036029276,24.0,67.68,25,208
78448CED-8B2E-4840-AD2C-0012699ED289,LA7AW,9.934206095647232,24.0,61.44,25,209
78448CED-8B2E-4840-AD2C-0012699ED289,LE009,4.987874348154346,10.0,6.3,25,210
78448CED-8B2E-4840-AD2C-0012699ED289,LE023W,3.9600947840472696,5.0,6.1,25,211
78448CED-8B2E-4840-AD2C-0012699ED289,LE024W,3.9600947840472696,5.0,6.1,25,212
78448CED-8B2E-4840-AD2C-0012699ED289,NW017,6.791165107812716,15.0,15.3,25,213
78448CED-8B2E-4840-AD2C-0012699ED289,NW018,5.415913778301048,10.0,10.2,25,214
78448CED-8B2E-4840-AD2C-0012699ED289,NW020,8.00568260440716,20.0,19.2,25,215
78448CED-8B2E-4840-AD2C-0012699ED289,NW024,13.421596382708207,30.0,29.4,25,216
78448CED-8B2E-4840-AD2C-0012699ED289,NW026,5.360854001118021,10.0,9.6,25,217
78448CED-8B2E-4840-AD2C-0012699ED289,NW028,8.044522437723423,20.0,20.0,25,218
78448CED-8B2E-4840-AD2C-0012699ED289,NW036,5.468099531471619,10.0,10.8,25,219
78448CED-8B2E-4840-AD2C-0012699ED289,NW038,8.194583132299156,20.0,23.4,25,220
78448CED-8B2E-4840-AD2C-0012699ED289,NW042,8.194583132299156,20.0,23.4,25,221
78448CED-8B2E-4840-AD2C-0012699ED289,NW044,8.194583132299156,20.0,23.4,25,222
